game_id,position,is_chicken,is_bone,revealed,reveal_order,position_in_sequence,game_bone_count,game_created_at
cml7x5nlq02pr29egemn38m5k,1,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,2,false,true,true,6,6/8,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,3,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,4,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,5,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,6,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,7,false,true,true,5,5/8,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,8,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,9,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,10,true,false,true,1,1/8,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,11,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,12,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,13,true,false,true,3,3/8,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,14,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,15,false,true,true,7,7/8,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,16,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,17,true,false,true,4,4/8,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,18,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,19,true,false,true,2,2/8,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,20,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,21,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,22,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,23,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,24,false,true,true,8,8/8,4,2026-02-04T11:03:13.598Z
cml7x5nlq02pr29egemn38m5k,25,true,false,false,,,4,2026-02-04T11:03:13.598Z
cml7x2uvz02p029eg9cjj33ud,1,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,2,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,3,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,4,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,5,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,6,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,7,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,8,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,9,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,10,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,11,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,12,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,13,false,true,true,2,2/4,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,14,false,true,true,1,1/4,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,15,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,16,false,true,true,3,3/4,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,17,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,18,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,19,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,20,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,21,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,22,false,true,true,4,4/4,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,23,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,24,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x2uvz02p029eg9cjj33ud,25,true,false,false,,,4,2026-02-04T11:01:03.072Z
cml7x1tzd02o729eglxbqcqif,1,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,2,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,3,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,4,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,5,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,6,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,7,false,true,true,3,3/6,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,8,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,9,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,10,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,11,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,12,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,13,true,false,true,1,1/6,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,14,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,15,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,16,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,17,false,true,true,4,4/6,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,18,true,false,true,2,2/6,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,19,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,20,false,true,true,5,5/6,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,21,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,22,false,true,true,6,6/6,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,23,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,24,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x1tzd02o729eglxbqcqif,25,true,false,false,,,4,2026-02-04T11:00:15.241Z
cml7x08tq02ng29eggrzn0saa,1,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,2,false,true,true,1,1/4,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,3,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,4,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,5,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,6,false,true,true,2,2/4,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,7,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,8,false,true,true,3,3/4,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,9,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,10,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,11,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,12,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,13,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,14,false,true,true,4,4/4,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,15,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,16,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,17,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,18,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,19,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,20,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,21,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,22,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,23,true,false,false,,,4,2026-02-04T10:59:01.166Z
cml7x08tq02ng29eggrzn0saa,24,true,false,false,,,4,2026-02-04T10:59:01.166Z
