game_id,created_at,bone_count,revealed_count,hit_bone,cash_out_position,multiplier,is_simulated,bone_positions,chicken_positions,revealed_sequence,first_position,last_position,game_duration_positions,success_rate,risk_level
cml7wo5w802gn29egayd3e9di,2026-02-04T10:49:37.496Z,4,4,true,,,false,"2,5,10,15","1,3,4,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25","10,2,5,15",10,15,4,0.000,LOW
cml7wlxtd00fk29egdkm0adj9,2026-02-04T10:47:53.713Z,4,4,true,,,false,"12,13,15,24","1,2,3,4,5,6,7,8,9,10,11,14,16,17,18,19,20,21,22,23,25","15,12,13,24",15,24,4,0.000,LOW
cml7wl1r900es29egqd9hkza1,2026-02-04T10:47:12.165Z,4,5,true,,,false,"3,7,15,21","1,2,4,5,6,8,9,10,11,12,13,14,16,17,18,19,20,22,23,24,25","18,7,3,15,21",18,21,5,0.200,MEDIUM
cml7wjh4a00dz29egqh1jcw8g,2026-02-04T10:45:58.762Z,4,5,true,,,false,"3,14,17,18","1,2,4,5,6,7,8,9,10,11,12,13,15,16,19,20,21,22,23,24,25","7,17,3,14,18",7,18,5,0.200,MEDIUM
cml7wi9m300d929eg2v9h1io5,2026-02-04T10:45:02.379Z,4,4,false,,,false,"1,2,4,9","3,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","1,2,4,9",1,9,4,0.000,LOW
cml7whq1e00ci29eg416ncqzh,2026-02-04T10:44:37.010Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","19,13,23,10",19,10,4,1.000,LOW
cml7wgex200bn29eg7u7kwlp3,2026-02-04T10:43:35.942Z,4,6,true,,,false,"2,12,20,21","1,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,22,23,24,25","17,10,20,2,12,21",17,21,6,0.333,MEDIUM
cml7wf17h00au29egst8bp72s,2026-02-04T10:42:31.517Z,4,5,true,,,false,"16,18,19,21","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,20,22,23,24,25","15,19,16,18,21",15,21,5,0.200,MEDIUM
cml7wdn5r009x29eg6m62hmhd,2026-02-04T10:41:26.655Z,4,7,true,,,false,"9,13,14,25","1,2,3,4,5,6,7,8,10,11,12,15,16,17,18,19,20,21,22,23,24","20,7,19,14,9,13,25",20,25,7,0.429,MEDIUM
cml7wbpjr009229egxp7s6qex,2026-02-04T10:39:56.439Z,4,7,true,,,false,"4,6,17,22","1,2,3,5,7,8,9,10,11,12,13,14,15,16,18,19,20,21,23,24,25","10,19,13,17,4,6,22",10,22,7,0.429,MEDIUM
cml7w9ru5008b29ega15n30p8,2026-02-04T10:38:26.093Z,4,4,false,,,false,"5,11,16,21","1,2,3,4,6,7,8,9,10,12,13,14,15,17,18,19,20,22,23,24,25","5,11,16,21",5,21,4,0.000,LOW
cml7w98uq007k29eg5i6g2vv4,2026-02-04T10:38:01.491Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","18,13,19,14",18,14,4,1.000,LOW
cml7w7dxt006o29egx6gcs4l5,2026-02-04T10:36:34.707Z,4,7,true,,,false,"8,14,21,25","1,2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,19,20,22,23,24","7,17,13,21,8,14,25",7,25,7,0.429,MEDIUM
cml7w1av6005y29egknoqubdr,2026-02-04T10:31:50.849Z,4,4,false,,,false,"3,8,19,24","1,2,4,5,6,7,9,10,11,12,13,14,15,16,17,18,20,21,22,23,25","3,8,19,24",3,24,4,0.000,LOW
cml7w0n7q005729egg3vn0m0r,2026-02-04T10:31:20.198Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","23,13,17,7",23,7,4,1.000,LOW
cml7vz6gq004h29egp8rn259y,2026-02-04T10:30:11.834Z,4,4,true,,,false,"2,4,9,17","1,3,5,6,7,8,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25","17,2,4,9",17,9,4,0.000,LOW
cml7vyb3p003n29eg2sdwt0gi,2026-02-04T10:29:31.189Z,4,7,true,,,false,"12,16,20,23","1,2,3,4,5,6,7,8,9,10,11,13,14,15,17,18,19,21,22,24,25","14,18,7,20,12,16,23",14,23,7,0.429,MEDIUM
cml7vw78v002w29eg6o0ziv6f,2026-02-04T10:27:52.874Z,4,5,true,,,false,"7,8,14,23","1,2,3,4,5,6,9,10,11,12,13,15,16,17,18,19,20,21,22,24,25","19,7,8,14,23",19,23,5,0.200,MEDIUM
cml7vqay7002629eg091dlq0w,2026-02-04T10:23:17.742Z,4,4,false,,,false,"1,4,22,23","2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,24,25","1,4,22,23",1,23,4,0.000,LOW
cml7vpx6z001g29egyiqg5j8n,2026-02-04T10:22:59.916Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","2,9,6,7",2,7,4,1.000,LOW
cml7vnk44000q29eg357b5ar5,2026-02-04T10:21:09.652Z,4,4,false,,,false,"19,21,24,25","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23","19,21,24,25",19,25,4,0.000,LOW
cml7vmtpk000029eg6mvpy3mr,2026-02-04T10:20:35.363Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","2,4,6,7",2,7,4,1.000,LOW
cml76ciah004e290ssfvgrsj8,2026-02-03T22:32:43.673Z,4,8,true,,,false,"4,15,19,23","1,2,3,5,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,24,25","2,9,6,7,4,15,19,23",2,23,8,0.500,MEDIUM
cml76alnl003n290sxdtt3pmp,2026-02-03T22:31:14.721Z,4,4,false,,,false,"8,10,12,17","1,2,3,4,5,6,7,9,11,13,14,15,16,18,19,20,21,22,23,24,25","8,10,12,17",8,17,4,0.000,LOW
cml769z5a002x290s0wj03ivf,2026-02-03T22:30:45.551Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","2,9,6,7",2,7,4,1.000,LOW
cml768qef0026290sol8vcwka,2026-02-03T22:29:47.559Z,4,4,false,,,false,"3,15,20,24","1,2,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,21,22,23,25","3,15,20,24",3,24,4,0.000,LOW
cml7681bv001g290sh33lml2n,2026-02-03T22:29:15.068Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","2,9,6,7",2,7,4,1.000,LOW
cml766te4000q290sjmhz93vi,2026-02-03T22:28:18.124Z,4,4,false,,,false,"1,8,14,23","2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,19,20,21,22,24,25","1,8,14,23",1,23,4,0.000,LOW
cml76664f0000290s3gqdj8dc,2026-02-03T22:27:47.963Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","9,6,2,7",9,7,4,1.000,LOW
cml735mxi000q29agjrpalorv,2026-02-03T21:03:24.246Z,4,4,false,,,false,"4,12,13,17","1,2,3,5,6,7,8,9,10,11,14,15,16,18,19,20,21,22,23,24,25","4,12,13,17",4,17,4,0.000,LOW
cml735665000029agxpt7eyud,2026-02-03T21:03:02.520Z,4,3,false,3,,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","9,6,2",9,2,3,1.000,LOW
cml72ci2y062n29l81pp1at9u,2026-02-03T20:40:44.939Z,4,4,false,,,false,"2,5,18,21","1,3,4,6,7,8,9,10,11,12,13,14,15,16,17,19,20,22,23,24,25","2,5,18,21",2,21,4,0.000,LOW
cml72c4di061x29l8nd4f50uq,2026-02-03T20:40:27.175Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","4,9,6,2",4,2,4,1.000,LOW
cml72af69061229l8nng8mou0,2026-02-03T20:39:07.855Z,4,7,true,,,false,"7,11,14,18","1,2,3,4,5,6,8,9,10,12,13,15,16,17,19,20,21,22,23,24,25","9,6,2,7,11,14,18",9,18,7,0.429,MEDIUM
cml71p7ke000q29koye5xmz2y,2026-02-03T20:22:38.222Z,4,4,false,,,false,"11,14,18,24","1,2,3,4,5,6,7,8,9,10,12,13,15,16,17,19,20,21,22,23,25","11,14,18,24",11,24,4,0.000,LOW
cml71ompj000029komi2ivnm7,2026-02-03T20:22:11.185Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","9,6,2,7",9,7,4,1.000,LOW
cml71g0si003429y8tpfx6zjy,2026-02-03T20:15:29.538Z,4,4,false,,,false,"12,17,19,20","1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,18,21,22,23,24,25","12,17,19,20",12,20,4,0.000,LOW
cml71fegf002d29y85mhirn7k,2026-02-03T20:15:00.591Z,4,4,false,4,1.7,false,"","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25","4,2,9,6",4,6,4,1.000,LOW
