game_id,position,is_target,reveal_order,bone_count,total_revealed,previous_positions,previous_results,position_frequency,zone,is_safe_position,distance_from_center,adjacent_positions,corner_position,edge_position,result
cml72af69061229l8nng8mou0,9,1,1,4,7,"","",0,B,0,4,"3,4,5,8,10,13,14,15",0,0,1
cml72af69061229l8nng8mou0,6,0,2,4,7,"9","1",0,B,0,7,"1,2,7,11,12",0,1,1
cml72af69061229l8nng8mou0,2,0,3,4,7,"9,6","1,1",0,A,0,11,"1,3,6,7,8",0,1,1
cml72af69061229l8nng8mou0,7,0,4,4,7,"9,6,2","1,1,1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,0
cml72af69061229l8nng8mou0,11,0,5,4,7,"9,6,2,7","1,1,1,0",0,A,0,2,"6,7,12,16,17",0,1,0
cml72af69061229l8nng8mou0,14,0,6,4,7,"9,6,2,7,11","1,1,1,0,0",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,0
cml72af69061229l8nng8mou0,18,0,7,4,7,"9,6,2,7,11,14","1,1,1,0,0,0",0,B,1,5,"12,13,14,17,19,22,23,24",0,0,0
cml71p7ke000q29koye5xmz2y,11,1,1,4,4,"","",0,A,0,2,"6,7,12,16,17",0,1,0
cml71p7ke000q29koye5xmz2y,14,0,2,4,4,"11","0",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,0
cml71p7ke000q29koye5xmz2y,18,0,3,4,4,"11,14","0,0",0,B,1,5,"12,13,14,17,19,22,23,24",0,0,0
cml71p7ke000q29koye5xmz2y,24,0,4,4,4,"11,14,18","0,0,0",0,B,0,11,"18,19,20,23,25",0,1,0
cml71ompj000029komi2ivnm7,9,1,1,4,4,"","",0,B,0,4,"3,4,5,8,10,13,14,15",0,0,1
cml71ompj000029komi2ivnm7,6,0,2,4,4,"9","1",0,B,0,7,"1,2,7,11,12",0,1,1
cml71ompj000029komi2ivnm7,2,0,3,4,4,"9,6","1,1",0,A,0,11,"1,3,6,7,8",0,1,1
cml71ompj000029komi2ivnm7,7,0,4,4,4,"9,6,2","1,1,1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
cml71g0si003429y8tpfx6zjy,12,1,1,4,4,"","",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,0
cml71g0si003429y8tpfx6zjy,17,0,2,4,4,"12","0",0,B,1,4,"11,12,13,16,18,21,22,23",0,0,0
cml71g0si003429y8tpfx6zjy,19,0,3,4,4,"12,17","0,0",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,0
cml71g0si003429y8tpfx6zjy,20,0,4,4,4,"12,17,19","0,0,0",0,B,1,7,"14,15,19,24,25",0,1,0
cml71fegf002d29y85mhirn7k,4,1,1,4,4,"","",0,A,1,9,"3,5,8,9,10",0,1,1
cml71fegf002d29y85mhirn7k,2,0,2,4,4,"4","1",0,A,0,11,"1,3,6,7,8",0,1,1
cml71fegf002d29y85mhirn7k,9,0,3,4,4,"4,2","1,1",0,B,0,4,"3,4,5,8,10,13,14,15",0,0,1
cml71fegf002d29y85mhirn7k,6,0,4,4,4,"4,2,9","1,1,1",0,B,0,7,"1,2,7,11,12",0,1,1
